Genes	0	4	8	12	16	20	24	28	32	36	40	44
IZUMO1R	0	0	0	0.0117608	0.0410831	0	0.0286822	0	0.0175864	0	0	0
IZUMO2	0	0	0	0	0	0	0	0	0	0	0	0
IZUMO3	0	0	0	0	0	0	0	0	0	0	0	0
IZUMO4	20.6049	22.4847	26.9509	25.4036	23.2221	24.8906	29.7444	33.9239	25.2044	28.9292	22.4475	25.8848
JADE1	6.36256	7.43684	6.8785	6.56075	7.13199	6.82403	6.91095	5.91638	7.50241	7.32226	7.94863	7.61023
JADE2	10.2363	13.445	11.8501	12.0311	12.6454	12.3923	11.8637	10.583	12.1073	14.5614	15.759	13.2563
JADE3	1.49343	1.56495	1.66452	1.37762	1.59078	1.46377	2.11331	1.88909	1.83161	1.98477	1.72368	1.73599
JAG1	1.26858	1.56617	1.76727	2.15377	1.98503	1.90842	2.09396	1.34162	1.61044	1.83388	1.73225	1.65143
JAG2	9.89717	11.2042	11.751	11.7749	11.4853	10.8738	12.8278	10.4149	11.5995	12.3598	12.5224	12.2976
JAGN1	21.8139	23.4667	22.1752	24.3389	22.8344	18.5718	21.8358	25.8429	21.2762	20.9973	23.1303	20.3253
JAK1	24.3885	26.1826	22.4857	22.1307	24.6708	23.6226	22.1406	24.3738	23.7646	23.9163	27.8576	24.7905
JAK2	7.21057	8.01545	7.75887	7.82525	8.2868	7.55619	8.72383	6.66556	8.11103	8.44934	8.42267	8.01187
JAK3	0.982717	1.3342	1.2581	1.34502	1.21217	1.36837	1.37284	1.33837	1.22049	1.28432	1.12086	1.06529
JAKMIP1	17.8508	18.6929	17.9151	19.2007	20.929	16.4347	19.5712	22.6692	21.4037	18.8729	22.5313	18.553
JAKMIP2	8.546	10.5846	9.2522	8.16372	9.46925	9.97829	8.45838	9.03129	9.80323	10.6663	12.9008	9.91257
JAKMIP3	3.96999	4.57813	4.58045	4.2521	5.20034	4.88844	5.50045	5.1048	4.93681	5.3779	5.47676	5.30793
JAM2	17.4032	14.0812	15.7677	17.3346	17.126	16.3614	16.6785	12.9064	16.8218	13.652	13.5712	14.8769
JAM3	15.0889	15.3096	16.7922	18.8024	19.8591	16.1834	19.0321	18.5151	18.778	17.5774	16.1596	16.8174
JARID2	5.034	5.74072	6.02644	4.85296	5.66294	5.91419	5.59207	4.78709	6.55375	5.90642	6.00639	5.45776
JAZF1	9.64201	11.617	10.0656	9.76066	10.7293	9.68447	10.1986	11.0386	10.157	10.9628	12.511	10.8312
JCHAIN	0.181486	0.398855	0.129963	0.225444	0.100451	0.139777	0.296083	0.350639	0.171988	0.319188	0.140311	0.273982
JDP2	12.4561	12.0558	12.8121	11.8357	11.7552	11.4309	11.3686	13.8307	15.7277	11.8067	12.7734	11.1417
JKAMP	20.773	21.6311	22.0382	23.0057	21.3125	19.2186	19.8742	25.2518	20.83	18.6871	21.4159	20.1104
JMJD1C	6.60417	7.30854	7.30261	5.92219	7.4553	7.78918	6.98009	5.16102	7.02607	8.31508	7.74086	8.51996
JMJD4	6.01821	6.44544	6.27934	5.44032	6.3051	6.66508	5.28275	4.70735	6.51733	6.6149	7.02404	5.97629
JMJD6	10.7117	10.0336	9.72388	12.7883	12.5474	9.58896	13.4626	12.4999	10.0345	10.1631	11.2474	10.5366
JMJD7	2.78679	2.16958	2.55604	3.12856	1.59634	1.80381	2.65346	3.33786	2.05948	2.58815	2.53442	2.71333
JMJD8	13.173	14.0559	16.4269	16.0848	15.0693	13.5548	17.5775	19.0895	15.763	13.6198	16.6184	13.6687
JMY	5.74007	6.79519	5.84758	5.18334	6.28968	5.97137	5.17447	4.49148	6.02089	6.6919	6.95726	6.89648
JOSD1	13.718	13.9381	12.9957	14.3879	15.0742	12.6058	15.3731	12.5433	15.64	13.881	13.8231	12.8146
JOSD2	23.5865	25.1365	26.3476	27.1394	25.2062	27.846	32.9951	35.0745	28.477	25.4427	23.8569	25.8574
JPH1	0.821049	0.886701	0.981551	0.899101	1.04201	0.862304	0.983788	0.831977	1.41469	0.933507	0.76822	0.742997
JPH2	1.10743	1.02285	1.17162	1.12295	1.08059	0.721467	1.06805	0.917848	1.14946	1.07088	0.958716	1.19458
JPH3	44.9749	42.4059	42.3335	46.4731	45.3234	40.4358	44.6418	27.4891	41.3638	37.516	42.0092	41.9664
JPH4	40.4803	36.9574	35.5984	39.2148	46.5846	39.3041	49.0943	30.6766	37.2708	33.1198	37.5046	40.1089
JPX	0.656027	0.856887	0.783667	0.780401	0.793193	0.871658	0.795727	0.773831	0.85508	1.06884	0.734011	0.851856
JRK	2.04695	2.30653	1.87708	2.10277	2.0668	1.83817	2.2404	1.92211	2.00367	1.95697	2.35948	2.1241
JRKL	3.59681	4.15637	4.48208	4.05711	4.21103	3.93058	4.29403	3.93474	4.50785	4.32978	4.26432	4.55908
JSRP1	0.607205	0.360667	0.370589	0.899992	0.770192	0.831892	1.20569	1.04342	0.439562	0.315185	0.440105	0.411786
JTB	24.2577	22.3218	25.5428	26.1908	21.7617	19.6637	27.1933	25.4935	22.2786	22.2345	20.9496	20.6537
JUN	9.82269	10.4842	9.19417	9.61708	11.5004	7.39723	10.5824	10.2548	11.3201	8.93296	11.9606	10.519
JUNB	4.46681	3.77955	2.99022	4.06083	5.11833	3.89463	7.09193	4.79101	4.76994	3.57185	4.22513	3.10131
JUND	37.0266	40.4632	35.336	37.0821	32.4318	26.6087	40.5863	43.279	40.9248	31.1813	32.519	35.0149
JUP	5.72933	5.7077	4.79882	5.50923	6.76264	5.65062	7.45905	6.58804	8.11186	5.37565	6.39825	5.80497
KALRN	6.80976	6.89667	6.61223	5.17213	8.73419	7.81	8.27751	4.66533	7.98447	7.2151	6.97447	7.51732
KANK1	7.38553	6.28633	5.21895	5.94357	6.06236	6.73921	7.05922	4.62847	5.14816	5.34129	5.68464	6.99756
KANK2	3.04964	2.54155	3.00687	3.70541	2.83144	2.32047	3.25525	2.60299	2.89082	3.30709	2.40323	2.92161
KANK3	3.3988	3.42357	3.71539	4.28068	4.1108	3.17144	4.5235	4.68294	4.20509	3.81213	3.5036	3.48081
KANK4	1.73393	1.91334	1.9754	2.09877	1.93966	2.06338	1.8065	2.12154	1.86511	1.8439	2.36907	1.89342
KANK4OS	0.105086	0.0655398	0.0205235	0.0118672	0.0193881	0	0.081209	0.0117133	0.0746897	0.0308033	0.0152334	0.0446186
KANSL1	11.3978	12.1123	11.9688	11.1291	13.0504	13.3391	13.2238	11.0786	12.8251	13.3178	14.2014	12.943
KANSL1L	2.83547	2.65903	3.02664	3.45753	3.39879	3.05271	3.43149	2.64684	2.54976	3.41274	2.80589	3.08119
KANSL2	11.2101	12.8021	12.9804	13.4199	12.3102	12.4599	12.8594	14.6224	13.1183	13.1377	13.896	12.1073
KANSL3	21.9763	22.0746	21.6557	23.579	24.9312	23.6931	26.3597	22.4401	20.702	23.6824	26.7151	25.683
KANTR	11.5547	14.8193	16.6033	11.4263	12.3083	14.181	10.9852	10.9865	13.9901	16.4037	18.4735	15.8828
KAP	0.115564	0	0	0	0	0	0	0	0	0	0	0
KARS	31.9452	33.5826	32.2815	35.7876	32.2868	31.2089	30.6049	40.8537	34.2429	31.5659	35.2422	31.3764
KAT2A	15.4919	16.7364	18.1708	17.0393	17.4768	17.3982	19.5324	21.045	18.2813	16.8535	19.5404	16.1722
KAT2B	5.64327	4.83925	5.15018	5.46447	6.8714	5.82529	5.24031	4.44296	6.27561	6.38871	5.72275	5.32029
KAT5	30.5952	31.3709	32.3145	34.508	31.0945	29.3161	31.764	35.1042	32.9198	29.6279	32.9341	30.31
KAT6A	6.88953	7.54153	7.35637	6.39277	8.03311	8.8715	6.69315	3.78535	7.19701	8.40953	8.30463	8.26057
KAT6B	4.4572	5.05016	5.17405	4.29453	5.34343	5.93613	5.02254	3.96174	5.50262	5.63596	5.98015	5.49126
KAT7	14.1376	15.5776	13.2295	13.7814	15.3508	14.709	13.7444	15.8026	13.853	14.9376	19.1902	15.2934
KAT8	12.0456	10.8743	10.5518	10.9024	12.8114	9.82305	12.9592	13.6043	10.9536	10.0993	11.3756	10.0284
KATNA1	4.40389	3.64997	4.50046	5.51022	5.4392	4.45969	6.5672	4.85983	4.21731	4.84619	4.11455	5.44597
KATNAL1	17.0879	18.3944	16.4348	14.9951	17.7715	18.5521	14.4348	13.2895	16.3527	17.1867	21.7099	18.959
KATNAL2	3.3966	3.61199	2.87355	2.73097	2.74346	2.99064	3.49778	3.05322	2.78125	3.95727	3.74386	4.05402
KATNB1	9.09502	8.97838	10.1184	10.1021	9.34853	8.94258	10.243	10.9309	9.71158	9.31944	11.1416	8.90882
KATNBL1	3.09048	3.83661	4.47248	4.858	4.31193	3.6061	4.23958	4.16999	4.00233	4.86825	4.15732	4.49513
KAZALD1	1.95801	2.42489	3.05923	3.62629	2.63711	2.38384	2.47144	4.23401	3.27812	2.29577	2.98027	2.18923
KAZN	29.7177	32.3757	32.7823	29.8412	32.9079	32.4622	32.6178	31.1827	30.283	31.5134	35.4555	32.5677
KBTBD11	20.1518	16.2008	15.6192	15.6642	19.7817	15.3294	18.6059	11.5817	13.3234	15.6449	16.8713	19.0523
KBTBD12	0.0249916	0.0779336	0.146427	0.0917237	0.0691634	0.111047	0.104613	0.125355	0.0888138	0.0549425	0.135855	0.0442135
KBTBD13	0.0082938	0.0221685	0.0323959	0.0421473	0.0153019	0.0294818	0.0373878	0.0184892	0.0523983	0.0243112	0.00601139	0.0293456
KBTBD2	14.2981	16.0064	14.1699	14.6679	16.1626	15.3214	13.9443	14.9898	15.4029	16.3431	19.411	16.4075
KBTBD3	3.61894	3.1107	3.36425	3.41978	3.75456	3.78936	2.55667	3.2547	3.01037	3.57966	3.45496	3.67347
KBTBD4	12.529	12.9284	12.0606	12.9589	12.1285	10.7708	11.7483	14.5263	13.1566	12.3315	15.0844	11.8933
KBTBD6	0.775958	0.871547	0.713395	0.582632	0.959493	0.909647	0.770826	0.418656	0.769247	0.86807	1.26544	1.10114
KBTBD7	10.871	11.5195	10.82	10.1227	11.6509	10.8283	10.2146	9.43337	11.8023	11.0004	14.5779	12.5834
KBTBD8	1.00333	1.12677	1.1559	1.334	1.54237	1.26391	1.19884	1.05301	1.26579	1.34199	1.62427	1.42288
KCMF1	14.1077	14.7013	15.2237	16.4457	13.8679	14.0081	14.3716	14.9954	14.8965	14.7824	14.8608	13.1887
KCNA1	6.23949	7.50374	6.55945	7.2319	8.8409	8.46344	6.67452	4.90037	10.3951	8.6129	8.33524	6.56212
KCNA10	0.0991791	0.13886	0.152192	0.0320004	0	0.0377733	0.0821188	0.0789637	0.167837	0.145359	0.0616161	0.160421
KCNA2	15.3472	17.4695	13.5238	12.6012	17.0218	17.8489	13.5341	10.3667	17.7989	15.7368	19.1736	16.2338
KCNA3	5.06575	6.68311	4.29821	2.96328	6.3309	6.38814	3.17842	1.1322	4.65871	6.32704	7.79642	8.40444
KCNA4	2.22627	3.53606	3.1043	2.92661	4.23492	3.12775	3.07084	2.64656	4.95864	3.11818	4.08233	3.25565
KCNA5	3.70047	4.25255	4.30908	4.78446	5.415	3.71048	4.70813	3.95132	3.49776	4.3916	5.04974	4.94183
KCNA6	22.8484	27.7319	23.9227	24.8066	24.5109	24.8943	22.2269	20.8888	27.1861	24.4797	29.1777	24.591
KCNA7	0	0.00620735	0.0136066	0.0078677	0	0.00619134	0.00448665	0	0	0	0	0
KCNAB1	12.6942	12.6037	11.2265	11.8018	17.5462	11.6334	15.0076	13.8008	18.0187	11.2605	14.5201	12.8212
KCNAB2	51.9193	47.6007	47.2272	56.8604	57.2963	52.5678	49.9536	47.7366	62.0193	43.516	53.4653	41.2309
KCNAB3	3.58979	4.83702	3.96646	6.23079	5.47992	7.85737	4.87692	6.65427	7.65044	4.15858	7.37799	3.21543
KCNB1	8.34023	9.97424	8.64019	7.52347	10.3059	9.34311	9.47833	5.73015	10.7255	9.75961	10.6951	9.80163
KCNB2	1.30092	1.55876	1.28788	0.754819	1.53942	1.67832	0.834889	0.510021	1.21158	1.75544	1.80779	1.79358
KCNC1	31.4255	39.7157	36.8046	34.2672	35.4241	35.8727	32.6072	34.3284	40.2196	36.9531	43.3988	34.0985
KCNC2	10.6528	15.2345	12.4883	13.5382	14.0145	15.6468	11.5552	12.777	26.6444	14.3166	18.7159	13.4817
KCNC3	8.44771	9.08104	7.80966	8.73897	10.3128	9.75041	10.1709	8.21049	10.9786	8.6098	10.8814	9.03817
KCNC4	24.4905	28.5845	26.8249	29.413	23.9327	24.4918	23.5155	25.6966	24.7045	27.0221	29.1883	26.1752
KCND1	1.97367	2.15993	2.26815	2.38292	2.01388	2.15436	2.57474	2.07968	2.57603	2.56247	1.9779	2.26791
KCND2	18.3701	22.0407	20.2157	19.5118	21.2874	21.0275	21.2922	16.3538	25.4565	19.7211	24.4652	22.2809
KCND3	13.6948	15.543	13.4766	12.7531	14.711	16.5008	12.3584	10.7326	14.6789	16.3254	19.6947	15.6598
KCND3OS	0.520994	0.301723	0.356129	0.367719	0.384489	0.439843	0.301963	0.174216	0.164576	0.439059	0.415381	0.387117
KCNE1	0	0	0	0	0	0	0	0	0	0	0.0168943	0
KCNE1L	11.3605	8.53669	10.8584	12.0026	9.86446	8.74525	12.3525	8.79998	7.37634	7.95842	5.74912	9.59992
KCNE2	0.200599	0.274965	0.120546	0.113267	0.0711731	0.178266	0.218618	0.292395	0.0731156	0.10177	0.100658	0.131035
KCNE3	0.151492	0.0674868	0.0739662	0.0213842	0.0515215	0.0744511	0.121557	0.168197	0.0299084	0.0277531	0.0202392	0.0365759
KCNE4	0.406337	0.271525	0.307514	0.521965	0.299873	0.135412	0.372889	0.294398	0.62574	0.774198	0.449135	0.251602
KCNF1	10.8855	9.50276	9.44434	7.90654	10.4334	8.67916	10.565	9.99515	10.5257	8.30281	11.7605	9.46717
KCNG1	1.42374	1.45249	1.4752	1.04937	1.42367	1.18797	1.4418	1.51428	1.06428	1.12298	1.51245	1.13057
KCNG2	1.79205	1.65927	2.04161	1.82037	1.46676	1.65499	1.68583	1.88978	1.46378	1.7381	1.91649	1.95817
KCNG3	0.0872736	0.207355	0.120733	0.0985568	0.21469	0.245599	0.112406	0.00810657	0.126357	0.271809	0.237211	0.298504
KCNG4	0.655297	0.872938	0.782794	1.00226	1.09163	1.27211	0.864492	1.09209	1.82884	0.690009	1.26349	0.526752
KCNH1	7.21894	7.53018	6.64947	6.01922	7.64634	6.99304	7.9644	5.88233	5.53499	7.24232	9.14752	8.08066
KCNH2	13.9812	16.7468	16.935	17.7456	16.6352	15.5532	16.3537	16.7135	20.9131	15.8958	19.0653	15.4331
KCNH3	3.07949	0.483476	0.589507	3.09079	6.2197	2.34484	7.80157	1.8826	0.739222	0.447361	0.791534	0.523201
KCNH4	0.601721	0.519004	0.781365	0.545781	1.17512	0.523355	1.83857	1.02746	0.480247	0.623895	0.556762	0.81991
KCNH5	1.90098	2.27593	1.78672	1.23774	2.80034	2.07473	1.20126	0.847566	2.0689	2.33773	2.63512	2.7241
KCNH6	1.2208	1.34997	1.18366	0.840865	0.854611	1.02333	0.936724	1.03263	0.970926	1.2182	1.21116	1.04771
KCNH7	0.930939	1.55661	1.10209	0.561651	1.48228	1.61493	0.480433	0.533046	1.20852	1.4345	1.80241	1.65147
KCNH8	0.482553	0.969863	0.893122	0.652661	0.766071	0.882594	0.758829	0.750521	0.753302	0.900499	1.04927	0.841787
KCNIP1	28.0358	32.2562	27.1732	27.0929	24.7213	25.9177	22.3548	33.3579	25.4443	25.4657	31.6828	25.9367
KCNIP2	15.7138	13.0508	11.7954	13.1842	20.6044	16.0236	26.9978	18.3689	10.3599	10.5546	14.341	12.6621
KCNIP3	32.6132	30.6729	33.1564	34.0573	27.7816	27.1952	36.8995	35.0397	30.8898	22.298	21.6824	25.2355
KCNIP4	25.2296	32.6294	31.7546	31.3992	31.178	32.0633	25.1606	37.808	42.4598	30.266	40.9537	29.188
KCNJ1	0.00799788	0	0	0.00451594	0	0	0.0103011	0	0	0	0	0
KCNJ10	112.515	97.0395	109.588	121.375	120.4	122.475	108.659	76.5022	104.684	97.3501	90.9781	115.766
KCNJ11	7.60159	7.85699	7.46964	9.13527	9.11884	8.73508	8.04677	8.461	9.17511	7.29858	9.32792	7.22872
KCNJ12	3.31449	3.41226	3.04063	2.99563	3.94332	2.82015	2.78427	3.09585	7.0129	3.04109	4.18742	3.56241
KCNJ13	0.261484	0.107526	0.196416	1.14709	0.333991	0.0357497	0.544037	0.425981	0.301806	0.663294	0.291576	0.241975
KCNJ14	1.97855	2.0986	1.79407	1.89387	1.68613	1.76665	2.09327	1.62777	1.4881	1.25658	1.52284	1.67348
KCNJ15	0.0428102	0	0.0139299	0	0.00877065	0.0126769	0.0183779	0.0159004	0.0262938	0	0.0137876	0.0100947
KCNJ16	22.6263	17.7489	20.247	21.5268	21.8805	22.5965	20.0387	13.4246	15.2228	16.7978	15.4901	20.5107
KCNJ2	1.94761	1.53683	1.5266	1.75558	2.86013	1.35048	2.06415	1.39696	1.93465	2.06725	1.87691	1.87266
KCNJ3	8.91936	9.32922	9.31964	7.5128	9.25216	8.387	7.75058	7.03767	12.4611	10.1566	9.56566	9.52463
KCNJ4	4.57342	1.42827	1.7956	4.51911	9.199	3.06915	11.7809	4.51963	2.58778	1.40796	2.41778	1.71829
KCNJ5	3.54932	3.11953	2.58512	3.17943	4.32293	2.89805	3.52998	2.79612	3.07273	3.25025	4.08515	3.61078
KCNJ6	3.96066	4.91032	3.62173	2.36857	4.86113	4.12633	2.86394	1.73675	3.65553	4.22417	5.88162	5.36105
KCNJ8	1.20353	1.26821	1.32216	1.44407	1.3024	0.76102	1.0359	1.47049	1.28859	0.941323	0.905874	0.655138
KCNJ9	15.7922	20.1795	16.9984	17.5088	17.5893	16.2136	16.5551	20.528	33.7472	17.2549	21.3316	16.7207
KCNK1	21.0978	21.3563	23.6946	26.1438	24.4489	19.9912	21.6459	21.1064	26.3115	20.2702	24.3069	19.6206
KCNK10	1.33987	2.04523	1.95298	1.7968	1.4087	1.58469	1.66862	1.32876	1.71167	2.39693	2.05654	1.80569
KCNK12	1.90563	1.68614	1.73253	1.64739	1.66093	1.55333	2.32745	1.68463	2.87491	1.89727	2.05752	1.56243
KCNK13	2.64344	3.09855	3.35855	2.90507	3.34995	2.94444	3.08801	3.57982	4.122	2.37347	2.73541	2.83902
KCNK15	0	0	0	0	0	0	0	0	0.0440553	0.0204403	0	0
KCNK16	0	0	0	0.038728	0	0	0	0	0	0	0	0
KCNK18	0.00810849	0.0144488	0.015836	0.0045784	0	0.0216174	0.0156653	0	0.0128069	0.023768	0.0235083	0
KCNK2	17.5886	17.9501	17.2156	19.9109	18.483	15.4463	18.0588	16.8027	14.5103	18.2214	18.2112	17.4426
KCNK3	7.65146	8.77064	8.68184	9.70641	8.39501	7.40391	8.23424	7.84861	10.2181	8.17777	9.02346	7.87451
KCNK4	2.01204	1.63212	1.39294	1.42434	1.55135	1.58788	1.48912	1.67366	2.24113	1.40842	1.45833	1.60446
KCNK5	0.268411	0.323169	0.113343	0.274439	0.120457	0.141828	0.21957	0.20215	0.309361	0.303016	0.205061	0.123205
KCNK6	0.75785	1.05618	0.941617	0.935751	0.783436	0.906708	1.01407	0.670526	0.843009	1.08479	0.867755	0.813832
KCNK7	0.454901	0.157617	0.296143	0.342475	0.233134	0.157211	0.406876	0.338034	0.29937	0.333357	0.183174	0.464983
KCNK9	12.9149	20.9697	15.3892	9.84398	15.9134	17.919	11.6409	7.51737	13.0615	18.4577	24.1918	19.3824
KCNMA1	5.98546	7.58853	5.85286	3.91841	8.20745	7.77997	4.83062	2.44165	7.60122	7.6607	8.69265	8.48784
KCNMB1	1.4147	0.90691	1.06699	0.659172	0.530505	0.408846	0.781428	0.615368	0.731186	1.03249	0.633568	1.12727
KCNMB2	0.743337	1.03106	0.684633	0.825131	0.802604	0.653075	0.592936	0.903877	1.82779	0.711858	0.991834	0.92652
KCNMB3	0	0	0.0439768	0	0	0.0400211	0	0	0.0355649	0	0	0
KCNMB4	10.845	10.6905	10.6466	14.7225	13.1174	12.534	13.5594	13.5993	15.6029	11.3926	13.0183	11.1647
KCNMB4OS1	6.89263	7.34673	6.48297	8.90595	6.98251	8.26725	6.9441	7.07007	9.08322	5.73274	6.92671	4.69804
KCNMB4OS2	3.85278	3.35904	3.97218	4.61231	4.16429	3.65896	3.55666	3.83368	4.63575	3.24747	4.19813	3.19448
KCNN1	2.70443	2.40424	2.5418	2.63271	2.43422	2.23358	2.71432	2.70837	2.70151	2.04309	2.37559	2.2222
KCNN2	4.61337	5.31014	6.41658	9.15236	7.1428	7.05824	5.77329	4.68362	7.39485	6.4508	6.46165	5.84109
KCNN3	4.17765	4.41816	4.07951	3.22886	5.2068	4.47811	4.18964	2.28527	4.07703	4.60459	4.80941	5.01023
KCNN4	0.546094	0.409824	0.514611	0.320575	0.242469	0.22922	0.40214	0.336922	0.31136	0.428892	0.17859	0.372006
KCNQ1	0.0487028	0.144642	0.11097	0.128332	0.0748796	0.093775	0.15682	0.135715	0.108975	0.0832766	0.0353	0.0919057
KCNQ1OT1	0.147318	0.21426	0.179716	0.0884689	0.104981	0.289727	0.18271	0.235861	0.187645	0.385707	0.107772	0.247186
KCNQ2	41.8539	46.9722	40.0089	39.1126	47.3893	45.7757	46.055	34.4084	41.9438	43.4412	49.9211	46.8302
KCNQ3	5.34343	5.7084	4.81589	2.98807	7.52442	6.98182	3.31407	1.7304	5.76415	6.34185	7.65263	7.07702
KCNQ4	0.646228	1.01867	1.1553	0.785913	0.550281	0.874679	1.10123	0.565168	1.17771	0.961699	0.598097	0.865361
KCNQ5	2.94146	3.81133	3.28585	3.07952	4.15693	3.94432	3.57714	3.01529	3.35436	3.23531	4.35852	3.56722
KCNRG	0.418139	0.334004	0.309752	0.366358	0.305923	0.52535	0.340566	0.30536	0.250507	0.463439	0.418027	0.408134
KCNS1	1.19819	1.13275	1.20577	0.934777	0.675004	0.536464	1.04846	0.999118	1.38685	0.87805	0.894974	0.815541
KCNS2	4.56181	5.10898	4.29718	4.21033	5.63459	4.46486	4.81594	3.85987	7.88185	4.59462	5.82987	5.20913
KCNS3	1.36978	1.44709	1.76472	1.77618	1.50357	1.56165	1.40252	1.22389	1.64008	1.75703	1.73835	1.67982
KCNT1	9.37752	12.039	14.0831	12.3956	14.0602	15.5973	18.0344	15.3803	13.4089	16.2459	13.5656	14.1793
KCNT2	2.01483	2.38266	2.14041	1.89955	2.81615	2.42535	2.16648	1.62652	2.74354	2.80981	3.17739	2.8516
KCNU1	0.792269	0.822511	0.726566	0.567938	0.571976	0.599987	0.68324	0.729514	0.582146	0.777478	0.619181	0.702032
KCNV1	1.82536	1.26969	1.39159	1.38931	2.10731	1.5178	1.54673	1.30882	0.876718	1.2516	1.64412	1.48812
KCNV2	0.0187995	0.0125623	0.0183579	0.0132687	0.0346846	0.0125299	0.0332933	0.0104773	0.0222695	0.0378853	0.0272519	0.0166294
KCP	0.244492	0.213478	0.305599	0.149095	0.248095	0.186855	0.277113	0.37608	0.532903	0.2365	0.244549	0.22492
KCTD1	7.51668	6.24284	6.41132	7.99211	11.6089	7.56799	10.7428	8.60927	8.36148	6.72769	7.67193	7.28902
KCTD10	21.7684	22.3433	20.0184	21.7221	22.5605	18.781	21.6911	21.6844	19.8836	20.3411	22.7107	21.2861
KCTD11	1.0841	0.868495	0.880711	1.04422	1.0757	0.963407	1.41976	0.822511	0.798579	0.887904	0.746141	0.921887
KCTD12	14.9393	14.0423	13.1711	15.8127	18.2415	16.669	13.9386	8.69876	13.015	16.2423	17.199	17.3318
KCTD12B	2.75397	2.15143	2.26056	2.15786	2.86728	2.2922	2.48358	1.70168	1.78481	2.2302	1.91292	2.43607
KCTD13	39.1078	38.1502	39.1493	39.9463	40.7433	33.9648	37.2668	45.5887	43.5836	35.3527	43.0471	35.3734
KCTD14	0.659216	0.416575	0.481786	0.839154	0.97967	0.555411	0.791499	0.578185	0.908707	0.49708	0.416033	0.563181
KCTD15	3.43	3.19493	3.42048	3.44502	3.37508	3.08509	4.40437	3.49883	5.34361	3.27523	3.10383	3.64823
KCTD16	2.79672	2.88058	2.30491	1.47835	3.75098	3.08468	2.20981	1.76871	2.64722	2.89252	3.69475	3.67749
KCTD17	42.0659	40.2801	37.9779	44.2198	43.0065	35.8719	46.6785	50.3736	65.9692	35.1209	39.2453	34.4605
KCTD18	3.33955	3.5323	3.70266	4.10533	3.5304	4.41624	4.58789	4.59	3.98848	4.33389	3.75776	3.93126
KCTD19	0.00826045	0.00735979	0.00806641	0.0559914	0.0076201	0.0146847	0.0266069	0.0276296	0	0.00605336	0.0119769	0.0350875
KCTD2	28.357	30.0638	28.1076	31.7157	26.9327	23.5784	30.7234	36.299	32.7951	27.7466	30.3553	26.2525
KCTD20	15.4256	15.4663	12.9813	13.4839	15.7628	13.7269	15.7758	15.1671	15.2274	15.0185	18.0358	16.2039
KCTD21	4.96079	4.6634	4.35094	4.73236	5.69169	5.67439	5.73338	4.97563	4.97717	4.80664	5.88863	5.19837
KCTD3	15.8047	16.8885	15.7469	17.9886	17.4255	16.6936	16.8931	15.879	19.2987	18.7816	18.7093	16.9456
KCTD4	4.10331	4.31006	4.62827	3.67573	5.26775	3.83498	3.45152	4.00996	4.2197	3.79008	4.67105	5.00502
KCTD5	17.0506	12.7323	13.9447	14.8841	12.5813	12.0568	14.8111	11.8187	12.5965	12.0844	10.6383	13.4931
KCTD6	8.37284	8.6736	9.53426	9.00734	10.8891	9.87998	10.2365	12.5577	11.827	8.5708	10.1082	7.90223
KCTD7	3.53637	4.15081	4.20785	4.56045	4.47456	4.2203	4.4676	4.1241	4.89065	4.48036	5.30215	4.4303
KCTD8	3.32272	3.31812	3.2113	3.67995	4.04224	3.40065	2.82188	3.22759	3.48745	3.55537	4.04276	3.18547
KCTD9	6.46593	7.80763	7.92542	9.08323	8.04216	9.743	6.96099	9.26172	7.56226	9.43415	9.31105	6.91824
KDELC1	2.69595	2.64317	3.19297	3.64972	3.47578	3.07895	4.29507	3.48775	3.00973	3.39585	2.72309	3.00343
KDELC2	2.76824	3.24474	3.58353	3.90506	3.60572	3.16942	3.0251	2.97032	2.84295	3.98048	3.35874	3.33121
KDELR1	33.4238	33.1159	37.0097	38.1679	30.8973	27.3036	35.5901	42.3226	34.4695	32.5089	31.6487	30.5176
KDELR2	14.5472	17.9365	16.7003	19.1711	15.3643	13.8829	16.0302	21.6302	16.3503	17.2386	17.9711	15.4613
KDELR3	1.02741	0.644164	0.70601	0.923895	0.438784	0.236712	0.539115	0.699841	0.856444	0.752899	0.344756	0.619339
KDF1	0.0599781	0.040078	0	0.016932	0.0553291	0.0266486	0.0579391	0	0.0947349	0.0109861	0	0.0212204
KDM1A	14.5696	15.7139	15.016	16.6237	16.3902	14.6802	17.4309	19.5315	17.697	16.2184	17.8328	15.8694
KDM1B	1.92017	1.9028	2.12289	2.07379	2.09822	1.96172	2.03525	1.76135	1.84539	2.31597	1.77006	2.12463
KDM2A	9.44336	10.5482	10.7885	9.53486	11.2474	10.5383	11.0146	8.8421	10.2917	12.1086	12.4157	11.2455
KDM2B	5.23345	5.63485	5.4674	5.27308	5.45921	5.32056	5.52892	5.09037	5.07045	5.57416	5.75699	5.35276
KDM3A	5.47115	5.88483	5.98567	6.34623	6.35592	5.97486	6.93591	5.47614	5.63839	7.16587	6.70728	6.11479
KDM3B	6.11706	6.4244	6.32608	5.79277	6.1045	6.8201	6.95889	5.47387	7.25139	6.67057	6.41274	6.79094
KDM4A	7.73687	8.38747	8.82451	8.30508	9.01518	8.33368	8.94622	9.17615	9.15237	9.95412	9.72155	8.91331
KDM4B	9.08259	9.695	9.18399	10.0132	10.7046	9.26343	10.7707	9.76454	10.6544	9.94755	10.7922	9.56555
