Genes	0	4	8	12	16	20	24	28	32	36	40	44	48	52	56	60	64	68
GM14023	0.131174	0.142843	0.142325	0.156362	0.0268903	0.181332	0.197107	0.243687	0.161141	0.299058	0.200715	0.144395	0.150236	0.083286	0.235636	0.0801022	0.0846852	0.15697
GM14057	1.20635	1.1966	1.33469	1.46298	1.23893	1.07205	1.39684	1.24529	1.28119	1.0887	1.21464	1.26579	1.24182	1.33286	1.12729	0.989131	1.2529	1.00268
GM14085	0.00648113	0	0.00316444	0.00365952	0	0	0.0166951	0	0	0.0118736	0	0.00229319	0.00607334	0.00694415	0	0	0.00268983	0.0203586
GM14092	0.0285492	0.0127182	0.0139393	0.0322402	0	0.0380563	0	0.0318221	0.0225459	0.0313818	0.0103463	0.0303043	0.0668822	0	0.0615416	0.0224148	0.0355459	0.0384339
GM14124	0.0162979	0.0580837	0.067639	0.00460125	0.0150346	0.0506922	0.0498544	0.0181663	0.0064354	0.0358299	0.0177192	0.0345998	0.0381811	0.0135817	0.0526984	0.0490512	0.0980785	0.0463194
GM14137	0.224254	0.506644	0.727348	0.565284	0.605839	0.690391	1.06766	0.651689	0.550269	0.804074	0.423766	0.510088	1.05072	0.766592	0.59563	0.817461	0.678089	0.769122
GM14139	0.0301691	0	0.0073651	0.0425869	0	0.0134052	0.00485713	0.0336277	0.00595629	0.0110541	0	0.0213492	0	0.0251412	0.0162584	0.0315822	0	0.00451274
GM14151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM14164	0.755843	1.02727	1.28853	0.983766	1.24088	1.38893	1.88926	1.2566	1.23428	1.90576	1.42067	1.58649	1.92077	2.09552	1.21509	1.40815	1.19097	1.16126
GM14169	1.69894	1.83932	1.86158	1.81819	1.9135	1.78191	2.46808	2.31208	2.85498	2.00503	1.73255	1.8593	2.19368	2.16603	1.88437	1.58205	1.85294	1.95916
GM14204	7.69634	9.92818	9.1317	8.14868	7.01157	9.09716	10.4005	10.5606	7.03113	9.05416	8.72428	7.84827	8.85289	9.96709	6.95342	9.50163	8.75233	7.83078
GM14207	0	0.132848	0.0291206	0.0673532	0.0275097	0	0.249658	0.0664798	0.0235504	0.13112	0	0.126618	0.0838345	0.149107	0.160709	0.0702404	0.148518	0.0535283
GM14288	12.9886333333333	10.70763	11.2700733333333	11.7453033333333	12.6272333333333	12.4745666666667	10.2589966666667	9.165	14.3610333333333	11.87464	11.7040266666667	12.39873	11.85373	9.57544	12.8697333333333	12.453	11.9532733333333	12.5863
GM14295	82.1204	84.434	88.8799	94.009	88.7022	87.2449	70.598	84.1945	96.4136	85.2775	77.6871	89.1376	87.131	79.8816	95.2994	75.8567	84.06	84.2652
GM14296	2.82232	3.31256	2.898985	2.59665	2.94869	3.4604	3.06351	2.931	3.661285	3.892105	3.84713	1.86816	3.52925	1.48305	3.33932	3.35805	3.24547	3.369145
GM14305	7.66449	8.06649	7.41474	7.27458	9.43619	8.78765	7.22111	6.88239	7.85084	8.41467	8.79191	7.96164	8.52594	7.3	8.20671	7.92999	8.64375	8.74823
GM14308	3.35126	3.68503	3.6104	3.72442	4.19977	4.47034	4.38745	4.52922	4.78756	4.35326	4.00236	3.89692	4.87295	4.50099	3.65617	4.2106	4.29689	3.89633
GM14322	3.21204	3.93857	3.71943	3.77474	3.90559	4.08918	4.49269	5.43538	5.36281	4.47877	3.6822	4.0502	5.04504	4.6825	3.41138	3.97869	3.83749	3.85638
GM14325	7.7923	7.97142	8.4889	8.48022	9.89716	9.22353	9.05863	8.23086	8.97616	9.32697	8.37979	9.20213	9.84914	8.87579	8.79096	8.99212	8.51262	9.20303
GM14326	20.9009	20.5952	24.8497	24.353	22.2666	21.8457	22.4894	25.2109	23.3977	25.9536	20.0397	22.2991	23.8022	26.2816	25.2436	24.9966	20.1805	22.6311
GM14327	1.38927	2.22345	2.61278	1.81791	1.7393	2.1537	3.33018	3.55591	2.88506	3.05423	1.51043	2.58524	3.56806	3.39971	2.07969	3.43675	2.6053	3.00169
GM14345	0	0	0	0.000282893	0	0.000385870333333333	0.000220758	0	0.000791319	0.000238646	0	0	0.00111195	0.000948355	0	0.00076705	0	0.00132648
GM14346	0	0	0	0.000282893	0	0.000578805	0.000220758	0	0.000791319	0.000238646	0	0	0.00111195	0.000948355	0	0.00076705	0	0.00132648
GM14347	0.00163526	0	0	0	0	0.00116257	0.000443407	0	0	0.000479336	0	0	0.00129042	0.000467224	0	0.00154067	0	0.00176116
GM14351	0	0	0	0.000238445833333333	0	0.000390699033333333	0.000186338891666667	0	0.00066699	0.000201486066666667	0	0	0.000937656675	0.000799680095	0	0.000646864493333333	0	0.00111848147
GM14374	0.00163526	0.0233115	0	0.000568209	0	0.00116257	0.000443407	0	0.00158942	0.0100661	0	0.00925758	0.013202	0.0112493	0	0.00154067	0.054294	0.0144054
GM14379	0.164714	0.281279	0.187652	0.356517	0.227919	0.280554	0.256345	0.198896	0.238476	0.291702	0.328309	0.23312	0.192937	0.333353	0.340268	0.150875	0.193687	0.184786
GM14391	3.53068	4.45382	5.09563	4.2132	3.988195	3.37996	3.56104	4.841935	4.66517	4.53739	2.64467	4.16991	3.757035	4.437785	4.3811	3.29983	3.26221	3.9662
GM14393	3.82853	3.31978	4.20848	4.71316	5.05819	4.17313	3.88002	3.33244	4.44317	4.3446	4.7189	4.18314	3.85557	3.47621	4.11751	5.47848	3.53593	3.99876
GM14403	2.17402	1.9286	2.00694	2.6201	2.33562	2.00433	2.41242	2.13359	3.24971	2.72178	2.18228	2.58276	2.99166	2.2096	2.6056	2.06499	2.61798	2.46911
GM14405	0.396492	0.39048	0.403215	0.309244	0.515632	0.468431	0.381896	0.285636	0.47559	0.536266	0.605757	0.519703	0.598521	0.375342	0.38492	0.523643	0.477594	0.509151
GM14420	9.01978	9.0753	7.96612	8.79843	10.3428	9.98557	9.15828	8.65198	11.5444	10.0952	10.685	10.2816	11.0773	9.21702	8.79391	8.93849	9.73285	9.83519
GM14430	3.34833	3.68503	3.6104	3.723595	4.199775	4.470415	4.3867	4.52922	4.78896	4.351545	4.001195	3.896925	4.870715	4.500075	3.65617	4.2106	4.29689	3.89502
GM14431	2.80546	2.84611	2.28964	2.40578	3.34505	2.96783	2.77681	2.34246	3.10194	2.87854	3.68988	3.37929	3.62713	2.72786	2.59941	2.94707	2.95297	3.4128
GM14436	7.58818	8.10893	6.62295	7.17567	9.86476	9.19719	8.05826	6.15204	8.16268	8.82437	11.4803	10.1066	9.80104	7.42097	6.91907	8.29316	8.59211	8.54335
GM14440	5.388295	5.84881	5.78983	5.63863	6.81408	6.503905	4.831475	4.68375	6.621415	6.090545	6.971705	7.116645	6.57587	5.24881	6.51603	6.20564	5.953615	6.81954
GM14458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM14459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM14461	0.0145842	0	0	0	0	0	0	0.0162561	0	0	0	0	0.0273331	0.0208348	0	0	0	0
GM14474	0.0411681	0.0183397	0.0201005	0	0.00690492	0	0.00482032	0.124916	0.0131359	0.0150842	0	0	0.0192889	0.0212378	0	0.0646445	0	0.00821064
GM14475	0	0	0.0196677386533333	0	0.0177333	0	0.00412680056086017	0.0598483	0.0337365	0	0	0.0212964333333333	0	0	0.0284892666666667	0	0	0.0210865333333333
GM14476	0	0	0.0295933065	0	0.01773375	0	0.00619733715	0.05985455	0.0337374	0	0	0.0213497	0	0	0.0284898	0	0	0.02108715
GM14477	0	0	2.306065e-06	0	0.01773245	0	6.10044129e-06	0.0598386	0.03373565	0	0	0.0212549	0	0	0.0284889	0	0	0.02108615
GM14478	0	0	0.000645997	0	9.69659e-07	0	0.0138315	1.21055e-05	1.42467e-06	0	0	8.37115e-05	0	0.00788933	1.24926e-06	0.0097586	0	1.28975e-06
GM14482	0	0	0.02573225	0	2.007905e-07	0	0.002872896095	2.9815725e-06	1.506872e-07	0	0	7.7550725e-06	0.0044749	0.001769606895	2.699524e-07	0.002150403375	0	2.6137555e-07
GM14483	0	0	0.021135574	0	4.974255e-07	0	0.0106155	5.896865e-06	3.865995e-07	0	0	2.025985e-05	0.0093560875	0.005800005	3.79396e-07	0.00724749	0	3.721495e-07
GM14484	0.0405835	0.0180793	0.0198151	0	0.00680687	0	0.0112857	0.123143	0.0129493	0.01487	0	0	0.019015	0.0209362	0.0109354	0.00796582	0	0.00809405
GM14496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM14499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM14501	0.0349932	0.0155889	0	0.059276	0.134992	0.0310974	0.0322663	0.0975121	0.00502452	0.0128217	0.101453	0.024763	0.0327914	0.0430477	0	0.00686854	0.116184	0.062812
GM14511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM14525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM14548	0.016103	0.000361018	0.000624217	1.00451e-25	2.04191e-23	6.40216e-09	0.00038425	0.0388006	0.000380559	5.78326e-13	1.29946e-08	0.000279138	0.000390885	0.00851089	0.0273187	7.1594e-33	0.000332964	0
GM14625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM14632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM14634	0.536224	0.744741	0.877847	0.721317	0.814735	0.798883	0.76174	0.878967	0.996393	0.705001	0.537262	0.56919	0.413811	0.935023	0.696941	0.755332	0.733094	0.707728
GM14635	0	0	0	0	0	0.0169362	0	0	0	0	0	0	0	0	0	0	0	0
GM14685	0.945595	1.187795	0.993831	0.9482595	0.9093485	0.766247	1.054495	0.984961	0.9100905	1.100215	1.388545	1.140045	0.994153	1.203675	0.8242895	0.6501095	1.019584	0.7911925
GM14692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM14718	0	0	0.0410649	0	0	0	0.0270815	0	0	0	0	0	0	0.030038	0	0	0	0
GM14725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM14743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM14744	0	0	0	0	0	0	0	0	0	0	0	0	0.0182282	0	0	0	0	0
GM14781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM14812	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0103252	0	0.0113491	0	0
GM14819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM14827	0.667618	1.06927	2.01789	0.942413	1.43703	2.61331	3.47533	3.00319	1.7135	2.24234	1.19821	1.8054	3.91752	3.56521	1.51623	2.04674	1.47775	2.13993
GM14850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM14851	0	0.0842861	0.184757	0.0534155	0.0872679	0.252206	0.0913825	0	0	0.138649	0	0	0	0.135145	0	0	0.0785232	0
GM14858	0.0591671	0.052716	0.0433329	0.0334082	0.0409357	0.02629	0.0381029	0.0494625	0.0350441	0.0650375	0.0214423	0.0418697	0.0415832	0.0422627	0	0.0232269	0.0122779	0.0265509
GM14920	0	0	0.163461	0	0	0	0	0	0	0	0	0	0	0.0597839	0	0	0	0
GM15008	0	0	0	0.0521216	0	0	0	0	0	0	0	0.130645	0	0	0	0	0	0
GM15023	0	0.00570052	1.29738e-07	1.85266e-06	0	0	0.00255278	0.00356572	0	0.003362483965	0.00927489	0	7.8271e-05	0	0.006896	0.001181840405	0	0.00574224
GM15056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM15085	0	0	0	0	0	0	0	0	0	0	0	0.000532895	0	0	0	0.0004921612	0.00052066	0
GM15091	0	0	0	0	0	0	0	0	0	0	0	0.000443834	0	0	0	0.000410356	0	0
GM15093	0	0	0	0	0	0	0	0	0	0	0	0.000449349	0	0	0	0.000416135	0.0005270695	0
GM15097	0	0	0	0	0	0	0	0	0	0	0	0.000906058	0	0	0	0.000837714	0.000541073	0
GM15104	0.113348	0.100989	0	0.320004	0.104562	0.100729	0.0729945	0.252684	0	0.166125	0	0	0	0.404817	0	0.622947	0	0
GM15107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00411934	0.000522606	0
GM15114	0	0	0	0	0	0	0	0	0	0	0	0.000918401	0	0	0	0.000849126	0.00107725	0
GM15127	0	0	0	0	0	0	0	0	0	0	0	0.0006723775	0	0	0	0.00062166	0.000782595	0
GM15133	0.0368953	0.0986175	0.144114	0.0624979	0	0.0655755	0.0237601	0.08225	0.029137	0	0	0	0	0.0527081	0.119299	0	0	0.0662262
GM15179	0.0493082	0	0	0	0	0.0438188	0	0	0	0	0	0.0697861	0	0	0	0	0	0
GM15217	0	0	0	0	0.0456833	0	0	0.055199	0	0	0	0	0	0	0	0.272167	0	0
GM1527	0	0	0	0	0.0110559	0	0	0	0	0	0	0	0	0	0	0	0	0
GM15284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM15292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM15293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM15299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM15308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM15315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM15319	0.0728444	0.16078	0.113167	0.0902079	0.0488714	0.164044	0.159071	0.133788	0.190231	0.299663	0.103796	0.189207	0.325792	0.261344	0.165948	0.237218	0.092758	0.259279
GM15326	0.0567009	0.117877	0.0369127	0.0213438	0.0523059	0.0839808	0	0	0.0447779	0	0	0.0267497	0.0354222	0.0675019	0.0611132	0.0741959	0.0470646	0.0169628
GM15328	0.281173	0.618923	0.783327	0.54633	0.663705	1.02888	1.60302	1.01397	0.718392	0.963574	0.677321	1.08265	1.79788	1.27593	0.668499	0.993408	0.954144	0.749628
GM15348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM15350	0.52356	0.799672	0.657337	0.971338	1.24194	1.19642	1.5895	0.333475	0.7088	1.37025	0.867381	0.582212	0.700883	1.12193	0.483687	0.645955	0.682913	0.805525
GM15386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM15401	0.0548166	0.059402	0.0526192	0.0998722	0.0690861	0.0451806	0.110574	0.146853	0.110593	0.155273	0.0475671	0.108579	0.118571	0.0178314	0.0570495	0.131007	0.0485177	0.188527
GM15408	0.176372	0.296824	0.287049	0.276631	0.180779	0.313474	0.328125	0.174748	0.386902	0.315939	0.170447	0.208017	0.385641	0.54592	0.211219	0.107703	0.162664	0.211056
GM15412	0	0	0	0	0	0	0	0	0	0.0189599	0	0	0.0484898	0.0184808	0	0	0	0
GM15413	0	0.0472996	0.103682	0.0599513	0.0122432	0	0.0427349	0.0147935	0	0.0583551	0	0.0281758	0	0.0853207	0	0.0312606	0.0330492	0.0238229
GM15417	1.8785	1.61236	1.89807	2.626	2.01783	1.95127	1.85919	2.06588	2.81904	2.15865	1.73573	1.95683	1.54139	2.09348	2.18315	1.86672	1.73966	1.97393
GM15421	12.0115	10.1736	18.7708	16.3184	11.5569	9.17855	10.9994	11.7257	11.0869	9.85343	8.0406	10.4896	9.46346	9.60443	12.6782	7.29821	9.98606	9.71594
GM15441	0	0.0278918	0	0.0530285	0	0.0139099	0.0403202	0.0697878	0	0.0688222	0.011345	0	0.044003	0.0782635	0.101223	0.0245785	0	0.14048
GM15446	1.21261	1.94015	2.45998	1.99139	2.22936	2.79268	2.34272	2.2654	2.04338	2.64081	1.90636	2.32051	2.39266	2.75707	2.08011	2.81594	1.92091	2.4985
GM15455	0.485209	0.475899	0.437976	0.554846	0.620621	0.518154	0.622312	0.559013	0.470119	0.496001	0.502402	0.536679	0.565484	0.637827	0.364758	0.435373	0.575353	0.537933
GM15471	0.271741	0.38738	0.477644	0.583059	0.300813	0.724465	0.279997	0.242315	0.515039	0.477924	0.315135	0.269217	0.305572	0.427027	0.292887	0.725396	0.541341	0
GM1553	0	0.226499	0	0	0	0	0	0	0	0	0	0	0	0.0363171	0	0	0.0844049	0
GM15545	0.599143	0.348142	0.610507	0.573642	0.43255	0.57874	0.905888	0.929154	0.576016	0.591775	0.490904	0.460853	0.488213	0.930357	0.533459	0.552214	0.605431	0.958552
GM156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM15612	11.488	14.7082	14.33	15.4613	11.4904	12.3628	14.4163	18.9707	12.5335	14.5307	14.9479	13.8313	13.9136	16.6421	12.3989	9.91535	14.4667	11.7792
GM1564	0.0680975	0.172684	0.204609	0.177465	0.154632	0.172239	0.0809612	0.198519	0.248206	0.237997	0.205023	0.174223	0.103082	0.15715	0.146793	0.205636	0.147833	0.197454
GM15645	2.05929	1.90207	2.50616	1.87682	2.41942	2.3904	2.33959	2.82482	1.65926	2.19918	1.49635	2.1497	2.97155	2.28839	2.46498	2.19215	2.56319	2.53471
GM15663	3.01871	3.41815	3.44035	3.08104	2.79178	3.8372	2.98247	3.27108	3.76602	3.50024	3.67802	3.49904	3.01498	3.55918	2.89943	2.9581	3.16541	2.74356
GM15679	0	0	0	0	0.0367084	0	0	0.0443547	0	0.00972021	0.019228	0.00938648	0	0.00947458	0	0.0208283	0	0.0357136
GM15694	0.0916144	0.0816255	0.119283	0.224161	0.281711	0.081415	0.0884979	0.204234	0.0964664	0.17903	0.199208	0.172883	0.114467	0.283572	0.197487	0.167835	0.101393	0.301484
GM15698	0	0	0	0	0.140917	0	0.0245936	0	0	0	0	0	0	0	0	0	0.0158496	0
GM15706	2.47747	3.26566	3.1815	3.62176	2.59851	3.4382	3.78102	4.12331	3.10897	3.08389	3.0256	2.90596	2.60781	4.41198	3.32867	3.0376	2.67616	3.71598
GM15708	0.0882936	0.183556	0.0862196	0.124636	0.1629	0.235392	0.132673	0.131221	0.151076	0.0862702	0.117325	0.0728947	0.303373	0.178691	0.126886	0.219519	0.109932	0.0264142
GM15713	0	0	0	0	0	0.0152345	0	0	0	0.0376879	0	0	0.0160644	0	0	0	0	0
GM15760	0.424354	0.4411	0.497263	0.371393	0.411035	0.458819	0.450911	0.433586	0.424487	0.326521	0.369089	0.310305	0.503695	0.409203	0.358278	0.422019	0.493129	0.368158
GM15772	1026.65	851.516	1050.27	1223.64	931.05	864.09	935.861	1018.67	881.853	770.912	710.232	762.037	813.495	867.218	1045.79	710.013	857	835.19
GM15787	0.28643	0.235569	0.344249	0.44787	0.38618	0.277649	0.402438	0.442062	0.348	0.532822	0.191635	0.280652	0.557463	0.440667	0.189981	0.605458	0.548657	0.802737
GM15800	16.659	18.5713	15.927	11.9875	17.4521	19.9738	16.479	11.6477	17.3218	18.5357	18.1975	20.3554	20.2803	15.6	17.7746	18.1756	16.6938	20.6182
GM15816	0.677578	1.41321	1.3534	0.869522	0.866557	1.16323	1.1008	1.06423	1.49584	1.12849	0.870607	0.860902	1.18331	1.17698	1.22824	1.20906	1.20154	0.898357
GM15850	0	0.0695151	0	0.397624	0	0	0	0.196102	0.0616156	0.114406	0	0	0	0	0.0840934	0	0	0.0700239
GM15867	0.527831	0.62704	0.515432	0.579514	0.486918	0.469068	0.453223	0.555656	0.717889	0.494245	0.318812	0.18676	0.274789	0.733107	0.474087	0.805807	0.219063	0.184225
GM1587	0.0600781	0.0178425	0	0.0452302	0	0.0177966	0.0257931	0	0.015815	0	0.014515	0.0141715	0	0	0	0.0786151	0	0
GM15880	0.0599037	0.0228738	0.0250699	0	0	0.00760495	0.0220442	0.0286162	0.0202745	0.037627	0.0186079	0.0121117	0.0882115	0.0244508	0	0.0201566	0	0.0230412
GM15881	0	0	0	0	0	0.0117061	0	0	0	0	0	0.0279648	0.0246875	0	0	0	0.0109339	0
GM15908	0	0.0695491	0.0254088	0.014692	0.0240032	0.0231233	0	0.029003	0	0.0572034	0.0188595	0.0368263	0	0.0929298	0	0	0	0
GM15910	0.208057	0.213858	0.218296	0.209441	0.205179	0.322708	0.382898	0.267338	0.297244	0.331032	0.239082	0.297327	0.398743	0.242069	0.379387	0.31701	0.321009	0.252097
GM15915	0	0	0	0	0	0	0	0	0.0778617	0	0	0.0930269	0	0.023475	0	0.051606	0.0272793	0.0294956
GM15941	0	0.0126236	0	0.00800011	0	0.0125911	0.00912431	0.0315855	0.0559456	0.0415312	0	0.0100263	0.0398309	0.0101204	0	0.0111241	0.0117605	0.012716
GM15972	0.781832	0.796099	0.763466	0.630651	0.412132	0.496279	0.719272	0.124495	1.05845	0.818479	0.242861	0.632303	0.837302	0.558458	1.20382	0.263074	0.463542	0.100241
GM15987	0	0	0	0	0	0	0	0	0	0.0192651	0	0.0186037	0	0.0187783	0	0	0	0
GM15997	0.178804	0.17524	0.157144	0.121153	0.0989668	0.079449	0.24181	0.378675	0.183567	0.144133	0.0907186	0.151837	0.117288	0.178806	0.134903	0.098269	0.341358	0.336997
GM1600	0.00534481	0.00476205	0	0	0	0	0	0	0.0042209	0	0.00387394	0	0	0	0.00576072	0	0.00443645	0.0047969
GM16023	0.812008	0.875314	0.881038	0.724535	1.0265	1.14032	1.03294	0.491658	0.997515	0.977057	1.20616	1.28403	1.03334	0.916563	0.767147	1.10978	0.981887	1.19662
GM1604B	3.94	4.24473	3.86708	2.75816	4.96976	3.85864	4.0131	3.00248	2.9845	3.52071	5.20151	4.70856	2.7314	3.9343	3.59661	3.88254	3.93782	3.95106
GM16062	1.43667	0.663716	1.35096	1.17174	1.66891	0.827506	1.57626	1.30482	0.966481	1.24777	1.31127	0.790735	1.19669	0.722142	0.974957	0.793755	1.63417	1.24164
GM16063	0	0	0	0	0	0	0	0	0.0121449	0	0	0	0	0	0	0	0	0
GM16070	0	0	0.0217639	0.0440455	0.0308398	0.0198062	0.050235	0.0372638	0.0264013	0.0734963	0.0323081	0.0315435	0.0730979	0.071639	0	0.0612448	0.0184997	0
GM16130	0.150261	0.102377	0.129469	0.0698713	0.0489226	0.0392743	0.0683056	0.0886696	0.0488617	0.0842041	0.0704711	0.125097	0.107676	0.119958	0.123847	0.0693966	0.0440203	0.079328
GM16157	0.497219	0.0234229	0.0256718	0.0148421	0.0242516	0	0.0338578	0	0.0207584	0	0	0	0	0	0	0.0206377	0.04364	0.0219536
GM16159	1.29711	1.46574	1.63736	1.54519	1.48841	1.51819	2.15962	1.41055	1.87382	1.80834	1.92616	1.74625	1.77877	1.33328	1.53444	1.16743	1.57561	1.76041
GM16223	0	0.0088426	0	0.00560391	0.00457771	0.0044099	0.0159785	0.04425	0.0117566	0.0254553	0.0179837	0.0105349	0.00930025	0.0141783	0.00534851	0.0233765	0.012357	0.0267219
GM16287	0.352214	0.259096	0.284853	0.217233	0.339909	0.329375	0.259973	0.258708	0.394403	0.147584	0.303071	0.293981	0.236115	0.230683	0.257948	0.347439	0.155173	0.275095
GM16291	0	0.017106	0.00937417	0.00542039	0.0265668	0.00853095	0.0247283	0	0.0909727	0.00703476	0	0.0271729	0	0.00685699	0.0103467	0	0	0.0344624
GM16294	0.201733	0.0980387	0.12536	0.0828415	0	0.048893	0.141724	0.143093	0.014483	0.215029	0	0.0389337	0.0515564	0.0654985	0.0395329	0.0863926	0.0304452	0.0493781
GM16325	0.0154395	0.0275121	0.0452303	0.03923	0	0.0411618	0.00994283	0.00860473	0.00609643	0.0678853	0.00559529	0.0327773	0.021702	0.0165425	0	0.0242439	0.0192233	0.0346418
GM16336	0	0	0	0	0	0	0	0	0	0	0	0.0963501	0	0	0	0.320697	0	0
GM16367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM16381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM16386	0.615974	0.874036	0.701755	0.434757	0.952309	1.15055	1.21575	0.629374	0.644093	1.05325	1.12855	1.16642	1.2346	0.981822	0.719233	1.0568	1.06519	0.952096
GM16404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM16405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM16432	0.283688	0.322967	0.277024	0.329263	0.305315	0.266111	0.243589	0.122971	0.261373	0.369582	0.308427	0.189599	0.339682	0.236409	0.390697	0.383593	0.287803	0.410199
GM16442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM16445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM1647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM16497	0	0.00774639	0	0	0.00802043	0	0	0	0	0	0	0.00615257	0	0.00621032	0.00937091	0	0	0
GM16501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM16513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM16523	0	0	0.0098404	0.00284499	0	0	0.00243358	0	0.00795811	0.0184616	0.0109559	0.0320899	0.0207748	0	0.0162919	0.0158237	0	0.0048699
GM1653	0.0310126	0.0368417	0.0100947	0.0291851	0.0381451	0.119427	0.0732299	0.0921813	0.0979653	0.015151	0.0299708	0	0.0581227	0.0147681	0.0334259	0.162326	0.0343227	0.00927783
GM16532	16.0462	18.252	18.5029	17.1743	17.1913	19.1501	12.2172	12.7829	14.7719	17.3079	22.0374	17.8754	14.9933	14.5832	16.4227	15.0491	19.0576	14.2249
GM16548	0.488969	0.396051	0.17363	0.263543	0.287043	0.296272	0.300577	0.346834	0.175522	0.162874	0.209422	0.361748	0.104137	0.349268	0.119777	0.139601	0.498112	0.259317
GM16551	0.531561	0.310292	0.438528	0.543361	0.448086	0.276914	0.554793	0.439267	0.390834	0.678327	0.431777	0.512356	0.309175	0.995052	0.296341	0.194281	0.33472	0.189183
GM16576	0.242212	0.156947	0.146214	0.236227	0.21125	0.266123	0.269423	0.122718	0.208669	0.225904	0.191516	0.30229	0.226972	0.160428	0.242073	0.280065	0.168149	0.237144
GM16596	1.61116	1.87147	2.28835	1.49807	1.51322	1.45624	1.87856	1.97143	2.09392	1.33174	1.52743	1.99142	1.71246	1.7284	1.8566	1.6363	1.77406	1.329
GM166	8.04854	7.24989	8.13811	8.68909	6.90731	6.84646	8.87728	10.2434	7.949	7.62134	7.3883	7.10901	6.75841	8.96088	6.46901	6.53544	7.83225	6.94089
GM1661	1.42959	0.75229	1.01757	0.842271	0.376509	0.568641	1.17302	0.768605	0.733482	0.904184	0.520192	1.01576	0.628486	0.959781	0.594569	0.405646	0.432193	0.809491
GM16617	0.228322	0.488226	0.668875	0.335193	0.210624	0.446387	0.470517	0.203598	0.86549	0.769658	0.562662	0.420088	0.770241	0.358796	0.147653	0.681196	0.568555	0.614749
GM16675	0.289231	0.0184068	0.0403482	0.0933213	0.0571741	0.0917969	0.0798264	0.115139	0.0326303	0.196813	0.029948	0.0730983	0.038719	0.162326	0.111335	0.129762	0.0342966	0
GM16677	1.77762	1.05587	1.66353	1.9238	1.70816	1.77718	1.47866	2.76571	1.08211	1.70974	0.805266	1.41518	1.28403	1.69299	1.55671	1.1049	1.44477	1.0636
GM16701	1.32691	1.21038	1.17234	0.695713	0.990904	1.40379	1.70903	1.44381	0.548894	1.31965	0.938851	1.07313	1.1546	1.44427	1.36206	1.33945	1.12762	1.44608
GM16702	3.52336	3.17359	3.77574	3.31556	3.24572	3.28704	3.45514	3.38356	3.2482	3.37082	2.94651	3.40843	4.07858	3.50518	3.92266	2.72978	3.23066	3.33566
GM16712	0.155209	0.172858	0.0631513	0.13876	0.0596577	0.172412	0.0832941	0.201836	0.163429	0.104261	0.0468735	0.183057	0.109083	0.07391	0.097584	0.121859	0.107359	0.139298
